output_idx,MAE,RMSE,R2
0,0.013180300819313531,0.018708796351365842,-0.5255137489734167
1,0.0337589523182065,0.04393670297334251,-0.5083528179988951
2,0.07520326033322024,0.09223584673053704,-0.5073334466302587
3,0.17076442884710108,0.20626364844879888,-0.43741704545732213
4,0.3877809421738074,0.47719754905425615,-0.5170933428440759
5,0.7779023306553629,0.9803091903602438,-0.692212947293442
6,1.1634533364780093,1.4848670502006767,-0.877260885572186
7,1.3268883577044013,1.6936793525682579,-0.8974184579441609
8,1.1869186856251457,1.504990482179006,-0.8275862812686438
9,1.24106838459987,1.5626486850247037,-0.8157478163833201
10,1.2517125297534006,1.5783935899811068,-0.8002800942093455
11,1.2482728365515972,1.5768076976295113,-0.7856856422715778
12,1.1962866050823637,1.5082834236911833,-0.8236679990965925
13,1.1454065481576536,1.4340851793654281,-0.8984281196402542
14,1.0618848846647595,1.3168868232849258,-1.1061072961548488
15,0.9717810347293631,1.1946788041674452,-1.2629940140216365
16,0.9298008670864667,1.1438742259082881,-1.4200031050624549
17,0.9739325161872426,1.272418469981923,-1.2000143857443717
18,1.2708129500788947,1.9284734994071127,-1.0745635660993977
19,1.3829665467603813,2.2739466834551507,-0.3855729643836147
20,1.5043800231242948,2.5861971066655594,-0.32619481502820863
21,1.7136741543108682,2.9309041202344464,-0.45871909669236327
22,2.032062301689816,3.425002278137478,-0.6876015870884616
23,2.478170722860699,4.023734305839681,-1.232052268189702
24,3.013574683246094,4.815260947187466,-1.7976415334561713
25,3.637096467441472,5.745845253398393,-2.437603621240904
26,4.385909550726805,6.962529349817264,-3.564950530458987
27,5.180053890744813,8.40352815450271,-4.771910596480123
28,6.078797861575843,10.1426336646177,-6.610575772095885
29,7.0997357144520405,12.100556484276003,-8.310428057773892
30,8.15433751498322,14.120618889716402,-9.334728041710642
31,9.118033648457324,15.873274819855567,-9.33628001372814
32,9.97692733300284,17.34408819318163,-8.761843801303613
33,10.777662664020886,18.572804455539618,-7.803745772772863
34,11.490739900881039,19.604801536046374,-6.806670624995245
35,12.056834581121207,20.330850274115004,-5.948106637527101
36,12.398567608156561,20.56622753621571,-4.992524176276116
37,12.470519581639758,20.338044871132368,-4.026173445745235
38,12.361633396849259,19.813567095807304,-3.2229551534398495
39,11.989822134832357,18.95932793794417,-2.5344949208896526
40,11.608364100250805,18.008192390222614,-2.0825083296396305
41,11.138139509100556,16.941973102666363,-1.6948808393853634
42,10.767784482409299,16.038792666243754,-1.4452042585005858
43,10.497651586505336,15.298097290765796,-1.2626942587591625
44,10.217471927035088,14.626649187047603,-1.1115772394029693
45,9.81539416399043,13.862619005471094,-0.975512948802379
46,9.285928172434703,12.96629548682032,-0.8366973274326802
47,8.683533805974676,12.013151089707861,-0.7564795412026042
48,8.08233623231279,11.113298411715476,-0.7258638128247904
49,7.44565852296468,10.176289669607963,-0.7095612638346273
50,6.851613132578784,9.313776195559434,-0.6660999620406849
51,6.3501528913672045,8.575874337965557,-0.6578666814742462
52,5.953777873575636,8.002438946243958,-0.6205409309380645
53,5.630544287906763,7.553323697199453,-0.5731040838170655
54,5.379539112878753,7.229069424806181,-0.5120502115923785
55,5.243195422946361,7.070984696357454,-0.49948505932932125
56,5.2051884989089645,7.080256328901439,-0.5009068999248396
57,5.245336555629289,7.187177249526229,-0.50487589280061
58,5.619790775701681,7.809416257234518,-0.571291575359587
59,8.58040475031075,11.851416524347021,-1.178281998780412
60,4.1597982773943356e-05,5.531685168527579e-05,-inf
