output_idx,MAE,RMSE,R2
0,0.013119584653274834,0.018528950776311365,-0.4944679805074119
1,0.035350055957347935,0.04620124782283996,-0.6771620666779828
2,0.07596844461928037,0.0938858420196421,-0.5597746217839293
3,0.18498842195230628,0.22805212105459063,-0.7616078560458623
4,0.4183747855547131,0.5222587629581869,-0.8307538230718055
5,0.8272460623524177,1.0372354593584703,-0.9353945258752009
6,1.2572918147772258,1.591709594424125,-1.2437241094400873
7,1.4412333042577716,1.816582304408301,-1.2747406186578967
8,1.3096768471163822,1.615381776081595,-1.2658099971020018
9,1.4240956582744662,1.7861298867843851,-1.5785835185909878
10,1.386138053226344,1.668699757142522,-1.2133862964383366
11,1.34966540262244,1.6713866821132033,-1.1079873442006438
12,1.3145837756455012,1.616388756558998,-1.2301499392428104
13,1.2974404576695393,1.5697237679697522,-1.4245282910131112
14,1.2580915638891943,1.5625433185932884,-2.027534058738794
15,1.2942813435837879,1.5841253042986931,-3.0746615402583948
16,1.143330951027634,1.420862955385516,-2.7965192895399125
17,1.3359726115058639,1.771302467435909,-3.448539616523304
18,2.069909226753745,2.835761320469841,-4.923943989870108
19,2.521066911873286,3.412170115456916,-5.092059438993088
20,1.8283791337445645,2.927156407609253,-1.4156788053440768
21,2.8320813807758634,4.115958803548317,-4.73436433413064
22,2.3841054465393943,3.7553582264767704,-1.4689043862937503
23,2.6744755958154847,4.17786291157143,-1.448606454021714
24,4.1026935218933565,5.998063596764631,-7.086277370684493
25,4.226733631397701,6.3068344969725105,-4.051785598421358
26,5.0640014012996355,7.484940824998456,-4.698286927262608
27,6.270889531368116,9.39863375079092,-8.430768314224993
28,8.161979168478432,11.873118081321863,-14.43096902970362
29,8.260883097268872,13.028791714072227,-12.280717930137136
30,8.49516227110806,13.792743283313953,-8.02141352942191
31,9.138582371834671,15.145370132498996,-6.932859488506998
32,10.756523151145496,17.14169713585569,-8.362164923014785
33,10.88682056696292,18.100469535891747,-6.741322604764949
34,12.365331335406763,19.173768626479085,-6.364746623252735
35,12.473236807173299,19.71214652453764,-4.936519816429095
36,12.935747189428755,19.509364180575677,-3.8535098325273007
37,12.414574048312376,19.120325721382155,-2.7823809090841576
38,12.46215043045168,18.80385699775918,-2.3635353624495354
39,13.755112135376407,19.417543707162725,-3.5148579730584513
40,10.618221807778099,16.516107763906657,-0.9163587261392662
41,11.007452215996816,15.838493965031205,-1.1714225953076671
42,10.320303687759578,15.003627536543666,-0.914898428535373
43,9.729676827174686,14.261183224742984,-0.6760434923909387
44,9.873746874210918,13.65679779138415,-0.7385835752914179
45,8.991858128828403,12.93646245036137,-0.42872942055186214
46,9.301147288730581,12.650875458244412,-0.8421184180324838
47,8.102269791634775,11.363343311428507,-0.4072876189945623
48,7.765951598239162,10.592764675291429,-0.527489897840536
49,7.1964744174951205,9.721856148768731,-0.5708387086206842
50,6.641369854476028,8.947037078787586,-0.5360553856293652
51,6.111876250645932,8.184059357901548,-0.4979186707141993
52,5.4941208188761275,7.405520894586687,-0.2974659934489368
53,5.360889771039616,7.2306796703168414,-0.37619941421362707
54,5.727780163221829,7.415670670252748,-0.8380466859137541
55,4.917180179362221,6.713652467501116,-0.31623676401285566
56,4.86545005105704,6.71488587663175,-0.32029893838654466
57,4.888015101865637,6.796668937812931,-0.32305921550558264
58,5.131848197421172,7.251444817239033,-0.2746599977768209
59,7.903245122285706,10.813636655511113,-0.698503851281017
60,0.0028511548889808085,0.0036636759034041956,-inf
61,0.008559081774945099,0.010019723760400235,-inf
62,0.004805597582910804,0.006129817512423079,-inf
63,0.012595622149625492,0.015840477430382468,-inf
64,0.02331091753813905,0.028064674140458244,-inf
65,0.02915080230426124,0.03607462637448841,-inf
66,0.0550944965625376,0.07131264734846537,-inf
67,0.08422206523935959,0.10797517748977946,-inf
68,0.16672840548972379,0.201138259225171,-inf
69,0.29757845551391027,0.38668835746956925,-inf
70,0.32283540766053326,0.37418130857785886,-inf
71,0.27045812379794143,0.35128670415595353,-inf
72,0.40366882922507435,0.5494173359100251,-22637337223.160656
73,0.3755233101385002,0.47860698931776513,-4383200924.483987
74,0.6989656374834604,0.8825004539033586,-1403118455.621675
75,0.8479699994200788,1.0362276399940578,-413962033.72770995
76,0.5896202112697047,0.7480784754260098,-71681437.90199322
77,0.624273183324514,0.8384039349057727,-2910671.146429051
78,1.0334886846073383,1.2381354455944582,-317233.3818730021
79,0.8931304702243086,1.0841359461836253,-80723.73589313135
80,1.3605910762585658,1.658981580352642,-28557.769249442295
81,1.3952912146573346,1.6662408592505296,-7752.709649773933
82,1.3790011947523755,1.7755163532418197,-2056.604479390646
83,2.719333266166286,3.0751246826295926,-2537.5860652673405
84,1.928900408919244,2.431717491740251,-579.0567352500804
85,2.709268463515498,3.614806218356737,-630.6888942662205
