Variable,MAE,RMSE,R2
ptend_t,2.75126018123464,4.50721252295808,0.5771260092463645
ptend_q0001,4.607173604883476,7.4644081681029375,-inf
cam_out_NETSW,13.169144281046249,25.30909197061764,0.9839497270257072
cam_out_FLWDS,5.552016252350711,7.362184633943275,0.9205294204462565
cam_out_PRECSC,3.526533235829369,5.53910897108639,-inf
cam_out_PRECC,35.98363119849843,71.15785194689515,-218.37476545698192
cam_out_SOLS,8.350492932238247,17.35448207704957,0.960225585899681
cam_out_SOLL,10.880347123908853,22.092124146021163,0.9456241344660413
cam_out_SOLSD,4.9083357732258355,9.595036519581695,0.9540642359309947
cam_out_SOLLD,5.198561181540035,10.399253076079376,0.8594354870896463
