output_idx,MAE,RMSE,R2
0,0.005474319719620299,0.010527713726493288,0.6076671139091382
1,0.01327504282869818,0.020636549769612527,0.7114698531849563
2,0.016388682142076758,0.02497621406262046,0.8944221349546044
3,0.03306367965095889,0.04585329730580312,0.9248356231854231
4,0.05555043116044439,0.07256274469436318,0.9551689396291785
5,0.091946636242258,0.11855310668351034,0.9655346010287765
6,0.12522364375818754,0.15933759334154335,0.9682212672967717
7,0.15394600034311648,0.19602561014181108,0.9589345342842526
8,0.16245947515017847,0.20745447549214976,0.9509544051329525
9,0.19282529252551525,0.2458712858437345,0.9396534712563035
10,0.20924702471587162,0.2646395323576369,0.9268605918749087
11,0.25183655953289863,0.31318976974781315,0.9040406486204545
12,0.28203842768914095,0.34981261016083304,0.8817262528854969
13,0.30751684545583363,0.38536152519759437,0.8445680025088317
14,0.2987504636038683,0.3755710688998138,0.8191068817076766
15,0.3949436368021777,0.49247481205952887,0.6053515426533017
16,0.4399232764499324,0.5914432519410985,0.3564816161306957
17,0.6051214907354062,0.9222119541431861,4.91265025941226e-05
18,0.9364085200054392,1.577117887622289,-0.18232722026925177
19,1.2229324390524783,2.1209116128947616,-0.07915404925847687
20,1.3137209965513852,2.4084278444319858,0.00040602969963535185
21,1.5753997210052477,2.7760515594682786,-0.3160552670844138
22,1.7652655449854382,3.1255683684543953,-0.32287471372618753
23,1.9688323217017458,3.4792728378850923,-0.5064918526148732
24,2.234452778414967,3.9805191239826527,-0.7286189898523979
25,2.480417722013221,4.372091608484353,-0.5601999831715464
26,2.9598366955139084,4.981094732179694,-0.4831666098495744
27,3.472430924190204,5.590333832999828,-0.9352889064492506
28,4.13375207992997,6.44868290040183,-1.5456179192958965
29,3.9314385761215416,6.87843280966355,-1.3425270264388596
30,4.598552758351862,7.9422685082661815,-1.9453971499984135
31,5.3274758800288575,9.083052521891007,-2.2319300803821522
32,5.758154801290536,10.00536601400181,-1.9679159882582962
33,6.137501661342049,10.880297099703114,-1.4669599583888626
34,6.924623067490398,11.88694536411635,-1.2462661279562173
35,7.2429576772762205,12.571479072355467,-0.8619597204342836
36,7.752180030309454,13.125964260841522,-0.5160005367927349
37,8.096782289325482,13.420769247289977,-0.3356053570218022
38,8.680699813195908,13.704887163165196,-0.36176650815067957
39,9.140558086778476,13.858476637756908,-0.3587710227416269
40,8.253230638463918,13.100468757413571,-0.11903901688593112
41,8.137864183459323,12.635003657320079,-0.037374866602601454
42,8.240264858733177,12.339819961173987,-0.05566765678997846
43,7.98336728634528,11.8863464773653,-0.004180043385830788
44,8.050523130711202,11.541242004854539,0.0264297968335488
45,7.8544221982162705,11.038105951485996,0.0526177369872196
46,7.72399110644577,10.645769898590533,-0.029078819601905448
47,7.103602743365431,9.838164555781322,0.03354849899798892
48,6.429018064760992,8.958142305962348,0.10164229269344512
49,5.835903605410562,8.127848499162113,0.13125903333130456
50,5.449890690614413,7.563858433598168,0.09176696943061836
51,5.093050067322484,7.020115988367034,0.06693098880236294
52,4.638434650459486,6.426408189537118,0.12444135058557913
53,4.3024199687179925,6.029036024437533,0.13573921437740344
54,4.124470012491951,5.808273403470888,0.10770408626774038
55,4.19211309152035,5.8356832304583195,-0.003938448115957807
56,4.105839119575728,5.803525331376545,0.015682370141394616
57,4.207110808990644,5.951507101400449,-0.0029172288899436912
58,4.512934639778436,6.355683904256818,-0.003270048902993187
59,5.598864232232818,7.963278791036971,0.1609466626976643
60,4.741138150302958e-08,6.098054388538978e-08,-inf
61,0.00031596288446737497,0.0003854027972965855,-inf
62,0.0004775399181818579,0.0006128801438449732,-inf
