output_idx,MAE,RMSE,R2
0,0.00402221493308849,0.009077929119856368,0.7250367193241022
1,0.009921862953462755,0.01697401499135053,0.8117430006544927
2,0.012542114321694579,0.01997492552450579,0.931140503152427
3,0.019610273920462835,0.028427966601465054,0.97001704880094
4,0.03183083486647947,0.0420621028934011,0.987643928554839
5,0.04833075015818592,0.06311711704481933,0.9926016259557361
6,0.07107720085236241,0.0919427881997113,0.9925002417108377
7,0.09498870387132365,0.12341438425756585,0.9890454581630425
8,0.10167104927856851,0.13183328662164825,0.9844905612183252
9,0.12643460882036212,0.16168198906641298,0.9780938272506864
10,0.14485889182977185,0.18462789946176414,0.9702885988694955
11,0.158068465287778,0.20093557722919156,0.9632253702762842
12,0.1765491608378511,0.2232993966667748,0.950792253110623
13,0.1934099186951106,0.24525562310911483,0.9348653505472101
14,0.22132100710756955,0.2793425009970855,0.8979461137741543
15,0.2627918985553306,0.33700170247967537,0.8133640412125333
16,0.3118467508738313,0.4403948658867252,0.6604512093096203
17,0.45724523902786635,0.7797214033891883,0.34911413296220967
18,0.7421991277108978,1.4156857051087053,0.17825333884705455
19,1.034781989187096,1.96333547101811,0.14920400836472547
20,1.1589198319880658,2.2219766583945995,0.17314422708128593
21,1.2603201891189064,2.4085553554280694,0.216791081515275
22,1.415649267913888,2.684550694051683,0.25975017374773085
23,1.5680994807003916,2.9075091223952416,0.30567792098343416
24,1.7443458518652133,3.217094179270895,0.3572614785947082
25,1.9227482865807672,3.4930887729017654,0.39843665370380593
26,2.1162106766009168,3.774271495936258,0.4494707227724278
27,2.2789187999305507,4.072612502440148,0.5167820955754899
28,2.5088546000933287,4.4754813789427885,0.5587315749971964
29,2.7819782092001604,4.995215058234471,0.5828309740951524
30,3.1347911573404903,5.63983099650721,0.585561573721297
31,3.4737611140888025,6.3310644132977005,0.6081148889744187
32,3.798049183756916,7.01302880322485,0.6228158964717847
33,4.16425009249153,7.719755120897091,0.6207376050974672
34,4.555243280274168,8.470089193291379,0.6122330732208485
35,4.945137907535285,9.150816214795794,0.6020055553329007
36,5.297714915922902,9.732350910764259,0.5846676434701322
37,5.597468316612425,10.144325647480557,0.5698836209278166
38,5.855975486029469,10.42912160075178,0.5469495378914133
39,6.011152222478984,10.523974692831269,0.5250766442797722
40,6.128795438045439,10.481871490785847,0.4966223153437576
41,6.197365409342459,10.299492482039847,0.4688336604066179
42,6.220346490057736,10.080088497282727,0.4450857535754942
43,6.256418974631427,9.884512072503279,0.4248567360968291
44,6.2649428832867,9.656332848804398,0.41060174471051303
45,6.215046102210944,9.35019177768188,0.394137231065232
46,6.05535454766616,8.943669754372982,0.38179678304651515
47,5.782033517731688,8.444078295971055,0.3650078393109332
48,5.41040026340539,7.853318880252156,0.35418677766008394
49,4.999782096867173,7.213769409585077,0.3485575305007696
50,4.602537831916208,6.618125619711971,0.3465088335975524
51,4.242314655990995,6.096438890395344,0.3443733512968586
52,3.936824175181254,5.679380860354737,0.3420319755372753
53,3.674822546963729,5.341754928042473,0.34152369778187425
54,3.4647385989402273,5.092685063720334,0.3378977080425251
55,3.3149028027180774,4.94181250796887,0.33132918349460905
56,3.240491848949944,4.890869105098285,0.3355576550439718
57,3.2294458094845524,4.912057400262639,0.34980852761601483
58,3.3769201455976634,5.120236234083632,0.3866432492530711
59,3.8833586195940186,5.819453500800104,0.5846594765269368
60,4.256946117430318e-05,4.72146400887072e-05,-inf
61,4.8564731576768746e-05,5.664675612826223e-05,-inf
62,0.0001156635730922772,0.00013602039472530812,-inf
63,0.00014152617974200467,0.00016391663903066327,-inf
64,2.4234111225339237e-05,3.0096116602150537e-05,-inf
65,0.00016691370751452695,0.00020249200289213865,-inf
66,9.831892415362941e-05,0.00011549097768173156,-inf
67,0.0006302394560438064,0.0007598964956877673,-inf
68,0.0019200837027899733,0.002220696205037167,-inf
69,0.007815068505189439,0.00905251659998389,-inf
70,0.007428285494057577,0.008681823076305181,-inf
71,0.0005414970528141283,0.000668078630084272,-inf
72,0.013018913018799552,0.01516055827355054,-16520321.723012155
73,0.0038000615689890494,0.004585342827663495,-213364.531427939
74,0.0327580695232297,0.03853502669546425,-1886969.687565406
75,0.018067130999985987,0.021847962683567923,-86924.02262136643
76,0.029322364654529972,0.034813215979366964,-54606.70760776655
77,0.0210690942763116,0.02535785330899833,-1006.2569533659903
78,0.004271076389094357,0.010553417234853875,-2.21488512067789
79,0.01313332908565562,0.028643073130768013,-5.336878760791685
80,0.031613269549329345,0.06422104855458885,-1.4986515703304872
81,0.060845252197817244,0.13668185080013254,-0.9687879206159908
82,0.1446647832468176,0.2933797453838211,-1.472009576732314
83,0.2695851585724147,0.5338207250205547,-2.7198299371214443
84,0.44855808783661927,0.8613559207598636,-2.123203497793981
85,0.6928833248923983,1.2894629083472617,-5.160445544849807
86,0.9525758261131315,1.7587235377545198,-3.833127424192073
87,1.1910230411044145,2.2413115839574584,-2.3341494331607655
88,1.4350845687741278,2.779292515403735,-1.5073374212044282
89,1.750236477696987,3.4178535269348433,-1.0618982755580266
90,2.162517718232081,4.216125355382455,-0.983307407930725
91,2.595971553850562,5.128983404074703,-0.23233203009834982
92,3.1034733653294846,6.199703006878423,-0.01836761239482791
93,3.7252962329939066,7.413325805792496,0.17102458686108135
94,4.452861310837878,8.835953886214947,0.22956735868769096
95,5.2406364545115,10.371128847922634,0.33182694349818004
96,6.144766070008896,12.110521241742532,0.31066748289156704
97,7.049974504758745,13.772636630252292,0.33338402960691144
98,8.043846272885597,15.451009571824452,0.31912825982089205
99,9.045661997055918,17.007108408278654,0.2944818003046486
100,10.094422191673699,18.56143718700913,0.2515194018143026
101,11.063319679120616,19.69907955588705,0.23169622313913318
102,11.983586023219175,20.649468595741297,0.21564854131248792
103,12.8234074131424,21.303531812540868,0.19755956050630843
104,13.42190550250777,21.66828283870318,0.21841853472850617
105,13.886644134559562,21.838751082207125,0.20093164842105357
106,14.061693662355111,21.540406604749155,0.20220462328340574
107,13.909073877861834,20.900169452837712,0.20735207748122378
108,13.473388883818052,19.888025605184193,0.20583783278832693
109,12.854838489114487,18.727390398650332,0.20465961219807183
110,12.09559541502008,17.43915994905787,0.22843523471592506
111,11.365199248673102,16.267005360512243,0.25050789002344864
112,10.764638514421463,15.35316438401273,0.26260793936632104
113,10.194107909965423,14.50735750232901,0.28079388069967753
114,9.59153227021519,13.65255193152593,0.2871897441365765
115,8.912128990891155,12.746051540896081,0.2740759372969637
116,8.099138017999783,11.70069408483909,0.270837636271071
117,7.236019933096522,10.550101888567287,0.2906063110531009
118,6.632968925771682,9.702468200467194,0.32324546236179824
119,6.080690720611611,8.95821221930035,0.3622356167019711
120,13.703956385999689,26.096035358213953,0.982981898977875
121,5.605816542774399,7.4202130055002895,0.9168669949162975
122,3.4157401506098886,5.524176472420933,-inf
123,35.19000916585602,71.74252167905507,-167.22307688599045
124,8.598509342634236,17.89137453394737,0.9566450370223908
125,10.99515539189999,22.606468800350765,0.942396613403082
126,4.927596147821879,9.820408768034055,0.9517209381075403
127,5.245625806539643,10.560197793668888,0.8546502051077759
