output_idx,MAE,RMSE,R2
0,0.00249340130427667,0.005417963649435575,0.8843001923361541
1,0.0053988272835631375,0.01075566237049301,0.9236000446984455
2,0.010045879177533782,0.016082831383526355,0.9544077229152119
3,0.017205696514042686,0.024536868229677173,0.9767412744198687
4,0.02742219949160914,0.036418181042539625,0.990759310633876
5,0.04986937368727453,0.06343788583010286,0.992413958393063
6,0.07353161112512642,0.09298423137664154,0.9919004972338329
7,0.08368567088693683,0.10742257199661061,0.9917609825897795
8,0.08730146958788898,0.11415036367242638,0.9887714637578947
9,0.10772852123395193,0.13935478772703974,0.9843476921755042
10,0.1312291886868058,0.16769969283580155,0.9781622854815529
11,0.13520143118960481,0.17327183511728328,0.9767463492169689
12,0.1383117317187144,0.1777199503777432,0.9728677949217673
13,0.17614588194143524,0.22745208286306587,0.9503410936396061
14,0.1906201135850747,0.244270942162279,0.9226418913452686
15,0.22261374846740078,0.2920869569510111,0.851755450760129
16,0.6500587826393629,0.7873885470996775,-0.17108232607320883
17,0.5363398284047474,0.8393912186944542,0.19072865572372863
18,0.7794443203316782,1.4201863057945738,0.15199364602572407
19,1.015080790299588,1.915060765881211,0.18187319375305577
20,1.2342761253819965,2.2323650027572377,0.13846003745343238
21,1.2677457871304882,2.3551376555382295,0.2384352349140378
22,1.387317788085614,2.6143583502118504,0.26791623176154505
23,1.5649699461436033,2.849827700591085,0.27968956546007634
24,1.7300560441583859,3.1421604185918075,0.3229484138979559
25,2.0898555469170943,3.5322854850651133,0.22890423797378542
26,2.5105036830549294,4.0329685780250335,0.09758009862179068
27,2.646353050755648,4.307634209102325,0.2125340955595297
28,2.6236857424102933,4.498544555459699,0.42983540349064736
29,2.8346893552816113,4.976354701057137,0.5185516371610732
30,3.1732720533052166,5.575092548433175,0.5330660810000144
31,3.54160948867125,6.292670223831891,0.5641616452763312
32,3.9775323475527724,7.050153443443096,0.5487678948870717
33,4.325357371696586,7.7581412954760225,0.5852904840833999
34,4.694017820863795,8.502979960059761,0.6177472714216714
35,5.023148255556847,9.171383109628273,0.6094809163293174
36,5.332422311124144,9.771531210751212,0.5924923265779288
37,5.746593768974608,10.311048952848305,0.5530882101440897
38,6.010499816839883,10.618961579592623,0.5317529704828253
39,6.182083941115871,10.71079858771301,0.49898895984765823
40,6.277867002042082,10.633042622936717,0.48184059889100556
41,6.408120234860224,10.496369948849255,0.44481285498230355
42,6.270685355976831,10.152474904487345,0.4399852149802988
43,6.276160630416004,9.943840943348295,0.4195190130979595
44,6.290572224210698,9.690090839951079,0.408870364983974
45,6.276080614692027,9.400926060079977,0.3924438589009111
46,6.029735822278614,8.968012118910128,0.38191569760999905
47,5.778261353590668,8.485686404167419,0.35656981095961693
48,5.44115530579177,7.865858126895233,0.3545076546946921
49,5.048442252526251,7.242717643266107,0.34284301569235615
50,4.574535229899756,6.596090980909781,0.3500789293693724
51,4.203487072567843,6.059876740865346,0.35309693751260873
52,3.8751450704750745,5.610176408133788,0.35886086551032964
53,3.613674249977224,5.261698212446283,0.36044148702894346
54,3.414178690800435,5.0210680291847565,0.3556073212853068
55,3.319917866951085,4.914673594278255,0.3367338494822891
56,3.2179639431332645,4.841189253021301,0.34554081852676194
