Variable,MAE,RMSE,R2
ptend_t,2.604058872767563,4.19977642621859,0.6075659800190577
ptend_q0001,4.445445402436387,7.15212076389877,-inf
cam_out_NETSW,12.618739809042808,23.3778168637715,0.9853370330952914
cam_out_FLWDS,5.272851783840825,6.939490647968998,0.9199239572289857
cam_out_PRECSC,3.0685155808720985,4.8915670074470645,-inf
cam_out_PRECC,29.61951197794814,55.935397794974826,-76.53808361500784
cam_out_SOLS,7.8708843741594565,16.148405513251546,0.9653269993812549
cam_out_SOLL,10.432936072869651,20.903261734498557,0.9512292187812559
cam_out_SOLSD,4.855248855022642,8.999488839603488,0.9594387545088908
cam_out_SOLLD,5.212961511804604,9.962248573604553,0.8701719742856598
