Variable,MAE,RMSE,R2
ptend_t,2.427331362305984,3.9620718021590333,0.6552915944356776
ptend_q0001,4.314438278551564,7.031729394251918,-inf
cam_out_NETSW,10.6426468249731,20.42383909649082,0.9893471411188357
cam_out_FLWDS,4.657977108185817,6.219985568627712,0.9366581049804399
cam_out_PRECSC,2.5933284785046333,4.1139810437054765,-inf
cam_out_PRECC,23.175548269125144,47.32152551345465,-19.49163332463291
cam_out_SOLS,6.7336162029261475,14.686588735625955,0.9710923544140474
cam_out_SOLL,9.28389691721688,19.669264952709792,0.9565512089025585
cam_out_SOLSD,3.9518172589523584,8.040725697488137,0.9677131321385835
cam_out_SOLLD,4.477880249177237,9.320267260652638,0.8864997932184889
