Variable,MAE,RMSE,R2
ptend_t,2.7448516701950756,4.500977133783047,0.576262781359931
ptend_q0001,4.6109108134120325,7.464547008101521,-inf
cam_out_NETSW,13.254376506607079,25.556767253101707,0.9837721258921603
cam_out_FLWDS,5.368773788287215,7.110869688051135,0.9240134425108014
cam_out_PRECSC,3.3454344537708702,5.427592799702626,-inf
cam_out_PRECC,35.49610219020175,70.62224738063784,-156.29444795252812
cam_out_SOLS,8.432788822440656,17.537756731429358,0.9586944772211229
cam_out_SOLL,10.93029216130146,22.238869411281144,0.9446341387526833
cam_out_SOLSD,4.955090232393482,9.665972713623356,0.953277622767391
cam_out_SOLLD,5.217560847234817,10.400165854981948,0.8589681541921403
