output_idx,MAE,RMSE,R2
0,0.0053012152339985885,0.010320238399561438,0.6324228769249408
1,0.012398018789965623,0.01957185235933943,0.7458386755104344
2,0.02315855529692248,0.03220757459296517,0.823061404098867
3,0.0499238937354874,0.06355450770673775,0.8596643896619637
4,0.09866131268796426,0.11592373822068985,0.9025205817474887
5,0.16258343849237622,0.18521493530610864,0.9351640554795405
6,0.22663281220436263,0.2699749929935405,0.9380900155962673
7,0.2744175632812837,0.32978071628878625,0.9274971026894961
8,0.26946438455076743,0.31983287581539954,0.9173239903742164
9,0.2972260072451336,0.35294377068084737,0.9083747448107552
10,0.31304150683055154,0.37272507459986587,0.8990549363974143
11,0.31985396213331174,0.3832016849910184,0.8911239275811046
12,0.30655029103781334,0.3726219407956179,0.8830060728449588
13,0.2987111698027826,0.3683609599188357,0.8696475992153568
14,0.2911286220694585,0.35847471563982464,0.8429029048156121
15,0.30858795846269477,0.38526187959669117,0.7696796121550978
16,0.34371621565912075,0.4694203914387371,0.6199195418239366
17,0.47044681112047293,0.7898028056904636,0.33028550791560773
18,0.7606460168439648,1.4357813263713732,0.14856586855444012
19,1.045087317718487,2.002459796148713,0.11169060023907777
20,1.1536685601720935,2.280940665794374,0.15806753478819371
21,1.2973067574138668,2.537126968655856,0.18030349285616143
22,1.5052227248860859,2.899379403116557,0.21304401502205741
23,1.7584194072178487,3.2768747844519415,0.22384106673193704
24,2.0497185467959818,3.7761239309143755,0.2310610765255797
25,2.3229848405252613,4.247894368380784,0.24156631947887555
26,2.646543196216542,4.8020345542803815,0.24575818259747392
27,3.0599682161741875,5.524450296647448,0.22296420099117262
28,3.52478919292591,6.371269327030938,0.2383049553421548
29,4.109528016786638,7.429240234026352,0.21688678332164316
30,4.750260524652787,8.60155039775872,0.1958346889708957
31,5.386048030201267,9.752117954336933,0.19755131847158122
32,6.038124918096821,10.85023958181217,0.1758572958100942
33,6.61014770321547,11.816436082615034,0.17201979542180693
34,7.185096134330718,12.78042293832059,0.13914322732269072
35,7.672529552870404,13.539076452433337,0.12662664806326382
36,8.030163003647917,14.015044209202797,0.11681614917463608
37,8.277377490045183,14.22149243809765,0.1175536575649279
38,8.379577119173817,14.168371118487327,0.137329691337617
39,8.34827466984624,13.887200476484644,0.14636096377302257
40,8.243939348233985,13.482118362320392,0.1311864664576923
41,8.083736437257285,12.965909595936646,0.12024050349905878
42,7.969990896345132,12.441050452687804,0.11823326367312807
43,7.849690315234326,11.991456148772516,0.11584952299982021
44,7.726531728190685,11.607761678914096,0.10949408457439291
45,7.5535755626154995,11.141613353016474,0.1058715022736323
46,7.304708663757505,10.560905821271886,0.10403094104731021
47,6.916680804858117,9.882402560935512,0.09390665278050814
48,6.456637621577879,9.139758687889655,0.0829605989998169
49,5.953702267883567,8.358279332385225,0.08013463180650264
50,5.474582315499379,7.650815774964041,0.0821645949144706
51,5.062255705480727,7.035180449527988,0.08100409320051787
52,4.723341858283173,6.556346188465045,0.07729610671702909
53,4.438689451520848,6.19252462472593,0.07319452690915752
54,4.220201141687505,5.941056285695456,0.06299330950671121
55,4.030612535847753,5.783481002293619,0.05928137537660738
56,3.925406176273436,5.759903859713302,0.06585151878849733
57,3.9324595281864685,5.852732103955918,0.0781715549761904
58,4.4413137716407105,6.3819409916016445,0.03919367499513315
59,6.584325308945545,8.69158759277749,-0.06857314642678723
60,5.090442017357164e-10,1.1737817027056633e-09,-inf
61,1.786042518853551e-08,1.9846013395062588e-08,-inf
62,1.787048745386111e-08,1.9889042531173015e-08,-inf
63,1.7003618416746975e-09,2.697978921510242e-09,-inf
64,5.136356144655651e-10,6.539072793946006e-10,-inf
65,1.804123252565079e-09,2.2968237804035746e-09,-inf
66,6.327595235577272e-11,8.055626857694137e-11,-inf
67,9.81637680914541e-10,1.2497175305761628e-09,-inf
68,4.915285024386399e-09,6.257629324098274e-09,-inf
69,5.0152358894556e-09,6.3848737913966145e-09,-inf
70,4.4748578128769876e-08,5.696958494913487e-08,-inf
71,1.3774620728168366e-08,1.7536422532394593e-08,-inf
72,2.9659594806289965e-05,5.7054701077307386e-05,-37.633107528518984
73,3.222447368701462e-05,6.820777296019075e-05,-8.052791023221642
74,6.276008286450398e-05,0.00018806678378077948,-2.3636106039048745
75,0.0003357560256050888,0.001820875527933626,-14.142037076644229
76,0.0007234873897219111,0.0033670912001984073,-10.485458404186028
77,0.0011937482751648986,0.00431720051781499,-0.3446474261090687
78,0.002981736544766729,0.009556981499537452,-0.19536234295772378
79,0.008248955077217504,0.0252917426373654,-0.1733538693427076
80,0.03188473668619909,0.06483615706709113,-2.2927840101275923
81,0.06470767848865108,0.1435089219786303,-0.9830282874638581
82,0.14885628049257818,0.313290260601597,-1.1713337711099145
83,0.28831802670949663,0.5896937076368461,-1.4312006440035006
84,0.5430574966197653,1.0385055029380457,-3.462452334906015
