output_idx,MAE,RMSE,R2
0,0.013473501862859567,0.019259420959697626,-0.6366326745753992
1,0.03506127427991484,0.045833180076436164,-0.6441531856079538
2,0.08132367554359844,0.10200298664890943,-0.8534725610426664
3,0.18621715321513477,0.23415233546838476,-0.8584313752738648
4,0.4210949538317998,0.534857669524151,-0.9283765173860937
5,0.8502947885299598,1.081535061708177,-1.117996052685627
6,1.2678165755401052,1.6173877499484333,-1.314147221501035
7,1.4516592161619168,1.8470309175169997,-1.361639035161339
8,1.3245031033905799,1.6751623712453683,-1.4169904620435168
9,1.400350880470011,1.760166724404198,-1.5047637766571345
10,1.4126982926769973,1.7725286688730781,-1.4688978611071217
11,1.3987464991748382,1.7541093225401028,-1.3744185675251719
12,1.3002360596266087,1.6296718562027077,-1.2281618666971512
13,1.20646164699414,1.5057958560889804,-1.1470556390778477
14,1.0658301676420416,1.3190603515313646,-1.1221600454045995
15,0.9769355174335974,1.2008589674729995,-1.2613143305967072
16,0.9559941788991817,1.1854481462261885,-1.5378156221951873
17,0.9833681417274222,1.314705483608063,-1.2953064578344287
18,1.236850159516991,1.8930808506289445,-0.96098219865654
19,1.4325924412356155,2.363525021857066,-0.7294507200354595
20,1.700303664826493,2.8474558200182725,-1.0960584039257464
21,1.8464110762817274,3.1942466691743268,-1.2059310455559806
22,2.2352344722980506,3.817019821459963,-1.7213677249351405
23,2.7715146367297883,4.586672260854259,-2.8681578652844983
24,3.487349506449443,5.70458340973547,-4.7784363074134575
25,4.285011617149265,7.075743508946495,-7.7528835547171155
26,5.1041158657918295,8.670291225365721,-11.511914885187112
27,6.013536496404048,10.51005622228046,-15.238456409180996
28,6.976181775216993,12.487867124096097,-18.6499980291986
29,8.032590458193772,14.667223780762994,-21.150148780452533
30,9.157521331375847,16.81720726661719,-21.566257030437175
31,10.139640912423364,18.558089404439233,-19.938431585125674
32,11.047886554173289,19.992373429219278,-17.691881707994188
33,11.865032337555059,21.08875886261823,-14.887833576501414
34,12.613274978245085,21.975161211875886,-12.389481777337346
35,13.170832488703375,22.423878540972094,-10.143278180863577
36,13.467515746299972,22.346736663869308,-8.07105708737249
37,13.523902929150168,21.909612580652162,-6.373617900708808
38,13.38786731433074,21.21491113494329,-5.081524712494288
39,13.14789925111914,20.334970675609096,-4.1514491168533905
40,12.747287987756138,19.31836211427533,-3.472456669792772
41,12.19572385484336,18.125490521518003,-2.862226368920991
42,11.73663045210681,17.04416749636671,-2.410273744801874
43,11.394942190347345,16.171522980367218,-2.0770194204592864
44,11.049418680273554,15.435685328710887,-1.8128530022849458
45,10.603597830579224,14.664378011629479,-1.6336465168947918
46,10.045547949136695,13.775544126428343,-1.480937060190838
47,9.321920620019952,12.707860810708555,-1.3046395499214904
48,8.47732153101635,11.518261911070999,-1.1054104764998984
49,7.738348293524617,10.468258061648896,-1.0022440774444616
50,7.05141188286465,9.516985062062249,-0.8743594154247116
51,6.518300720917279,8.76702317783179,-0.81499347876023
52,6.170221734671171,8.243570506754855,-0.8108362319925554
53,5.93799908845941,7.8960760566546915,-0.839705881276827
54,5.712752097422029,7.58995682016597,-0.7940280536083502
55,5.533478442040085,7.384809088670463,-0.7312902954782077
56,5.47512664507932,7.3882701747404225,-0.7067650361622221
57,5.456992299058311,7.471585870955508,-0.6617141380328598
58,5.92412621004006,8.275555577530922,-0.7996728008748447
59,9.347495587767794,12.91981081931919,-1.7122626079562924
60,2.060385499888443e-05,2.320663922612895e-05,-inf
61,3.7016082849224754e-05,4.167239085935058e-05,-inf
62,6.573089292573302e-05,7.399257408710917e-05,-inf
63,0.0001214286093485988,0.00013247862794506465,-inf
64,0.0002099562154553874,0.00023059313588406818,-inf
65,0.0001515991282887838,0.0001780265450162803,-inf
66,0.0005426714373789616,0.0005960120280557175,-inf
67,0.0007533924599070031,0.0008489910703711931,-inf
68,0.0011635209487827567,0.001277882857705615,-inf
69,0.001593256639023527,0.0017498587422951934,-inf
70,0.0019574386763776155,0.002203549657608032,-inf
71,0.002015657896718238,0.0022409111260577254,-inf
72,0.0030790163135366064,0.0034601943534737366,-895441.882525103
73,0.004388226700741412,0.0047817770126154,-447463.76474968623
74,0.004836806386521245,0.005437339800478472,-52624.495828364765
75,0.003366178194225619,0.005424161946370267,-6704.445506493069
76,0.005322530768647241,0.008142785438858132,-4882.726415555141
77,0.0054595539899739256,0.008563986754850693,-162.63299650504044
78,0.006633426789086235,0.01284769336908966,-9.997140754735387
79,0.01390095998633909,0.0312551813025609,-12.355626648775525
80,0.03421193680972152,0.07725779338482795,-13.407849325650048
81,0.09008064742450748,0.19942587728351405,-31.407746639647865
82,0.23339818560523806,0.5059841495169817,-67.69855339274825
83,0.4844814220650823,1.049914977175171,-140.07980074810658
84,0.918179964080062,1.9501649294018915,-244.55374271643413
85,1.4978925729133359,3.231875315029411,-381.1583549771778
86,2.2156514040333892,4.781722602596786,-477.094781778688
87,2.9692844658703765,6.407464851857138,-486.68202498916753
88,3.7708094417364113,8.066585366884581,-434.460562332207
89,4.679957746353218,9.889192968889132,-367.37507913059704
90,5.646894321246758,11.731953586395775,-291.4813139601335
91,6.5737187624624935,13.291293290440555,-198.53216250806702
92,7.443767423288434,14.562013012936097,-128.80660466721656
93,8.252861358432348,15.580491221273427,-77.2802294996684
94,9.076224783011272,16.609006467959652,-46.65580884568167
95,9.971241304702191,17.73964770373641,-29.150723897734284
96,10.876396358333672,19.030934493763,-18.466701437478118
97,11.773630877338356,20.30735398443018,-12.63728948366874
98,12.664691447725856,21.6005637585923,-9.23689888362194
99,13.624714243102481,22.87704228706099,-7.066209666064476
100,14.693929406789627,24.30458978189616,-6.009936223914881
101,15.617572277236462,25.521695077159563,-5.616465548944881
102,16.56004424376188,26.56484188630831,-5.567451730167367
103,17.707402972779374,27.558431740656903,-5.9201519928916255
104,18.62346076601662,28.46132143903076,-6.434327317428358
105,19.000747887661507,28.74154427028813,-6.36587953378282
106,19.207722039846143,28.52604496715311,-6.3059161595514155
107,18.88374638340895,27.49018857158727,-5.57138897169062
108,17.996390167375456,25.889523676226762,-4.790451855700748
109,17.098655178267226,24.253069854177557,-3.7983316904542126
110,15.989769018624955,22.60936498455487,-3.1023844986815377
111,15.123431144671935,21.312760788663667,-2.829597841828839
112,14.699208761626034,20.581411925688254,-2.8085064878427595
113,14.696721295347968,20.399334262771124,-3.374835639238967
114,14.683594191592613,20.20391211783301,-3.875951328378717
115,14.3759747647234,19.54928148983006,-3.7188278595868187
116,14.025957567496116,19.147576924482657,-3.7417515616194326
117,12.955912829120791,17.965970823711547,-3.246822904316376
118,12.585509077377386,18.057997846306304,-3.4389928389764726
119,11.710046091403454,16.12204165483961,-2.150692322419731
120,228.6768651547042,335.5834769165087,-3.8862827246598606
121,76.49529480565513,95.93733129397997,-22.0874796419852
122,11.04474007684805,19.451672827118216,-inf
123,128.91941877158322,249.6414821318621,-121413.13031576923
124,94.76676891713335,148.7882070727126,-2.480440807549275
125,101.68522368255356,156.4122501169837,-1.8587207154478904
126,45.39806112305067,62.543611326843354,-0.9352251245447109
127,26.36208697323281,38.897670973626894,-0.9067389207025748
