Variable,MAE,RMSE,R2
ptend_t,2.807944945938881,4.556538874483734,0.5626855105076033
ptend_q0001,4.650631133716347,7.491068504781773,-inf
cam_out_NETSW,14.101704083977381,26.680926008585672,0.9808078387761273
cam_out_FLWDS,5.993748075277138,7.768251432654882,0.9030768595917085
cam_out_PRECSC,3.603589162284665,5.738521304303582,-inf
cam_out_PRECC,39.45634422237022,73.17768456233146,-334.3210848275765
cam_out_SOLS,8.843455104289092,18.153156200577737,0.9550076001556009
cam_out_SOLL,11.376608893158226,22.891803995804494,0.9403306741696178
cam_out_SOLSD,5.195288515248856,10.188336990850267,0.9483747886075404
cam_out_SOLLD,5.458516869315267,10.858159535912586,0.8475184676334487
