Variable,MAE,RMSE,R2
ptend_t,3.164465479637299,5.15614552863767,0.40687638151430267
ptend_q0001,4.911069854300895,8.010396369720151,-inf
cam_out_NETSW,55.252537691372034,64.76347049485956,0.8820497233014155
cam_out_FLWDS,11.600480939756336,14.40089302611141,0.684786986114671
cam_out_PRECSC,4.713924425808078,7.802222242593946,-inf
cam_out_PRECC,44.79892388568825,91.77287830074829,-127.64702317407972
cam_out_SOLS,23.820908813204326,31.60185042118032,0.8613359820661689
cam_out_SOLL,28.48892448798298,37.25455343408473,0.8381798315570238
cam_out_SOLSD,15.58789590343884,19.607395606028874,0.8074026124730952
cam_out_SOLLD,10.869462897636993,15.476512504161313,0.6986950208100354
