Variable,MAE,RMSE,R2
ptend_t,2.7718322282032344,4.548049318020374,0.5619460050736855
ptend_q0001,4.620679801315055,7.495625684249444,-inf
cam_out_NETSW,13.703956385999689,26.096035358213953,0.982981898977875
cam_out_FLWDS,5.605816542774399,7.4202130055002895,0.9168669949162975
cam_out_PRECSC,3.4157401506098886,5.524176472420933,-inf
cam_out_PRECC,35.19000916585602,71.74252167905507,-167.22307688599045
cam_out_SOLS,8.598509342634236,17.89137453394737,0.9566450370223908
cam_out_SOLL,10.99515539189999,22.606468800350765,0.942396613403082
cam_out_SOLSD,4.927596147821879,9.820408768034055,0.9517209381075403
cam_out_SOLLD,5.245625806539643,10.560197793668888,0.8546502051077759
