Variable,MAE,RMSE,R2
ptend_t,2.681087078278741,4.374519166990268,0.5869570147932761
ptend_q0001,4.517123260233743,7.330718041339368,-inf
cam_out_NETSW,12.634230695001458,24.696473738942657,0.9834699418649958
cam_out_FLWDS,5.363342859525976,7.068167282991702,0.9249338430733355
cam_out_PRECSC,3.227384447690014,5.288290752002881,-inf
cam_out_PRECC,31.205402536128123,61.52202678995095,-221.7328316051841
cam_out_SOLS,8.15872849638796,17.213248948730183,0.9603898276922581
cam_out_SOLL,10.745435719718337,21.94618565091457,0.9460239690783804
cam_out_SOLSD,4.789033154575385,9.472043862489926,0.9550293181933207
cam_out_SOLLD,5.137308479891529,10.331364536832387,0.8603165844071118
